OBJECTID,POI_ID,SUM_LENGTHKM,MIN_HYDROSEQ,MAX_STARTFLAG,MAX_SO,SUM_TRAV_TIME,MAX_CUMDRAINAG,TOCOMID2,To_POI_ID,PROD_UNIT,tosegment_orig,tosegment_comment,seg_id,tosegment,region,headwaterArea,FTYPE,TOFTYPE,regionOutlet,ToRegion,ToRegionToSegment,seg_id_nat,seg_id_reg,Shape_Length
522,21224221,20.465,744201127,1,4,23.73970877,112.0482,21224269,21224467,11d,3857,,3854,3857,11,2,StreamRiver,StreamRiver,0,,,37483,3854,20464.73723
523,21224403,26.943,744201010,0,5,22.05256359,1064.0169,21224393,21224445,11d,3856,,3855,3856,11,2,StreamRiver,StreamRiver,0,,,37484,3855,26944.74105
524,21224445,26.711,744200875,0,5,23.77035984,1358.1675,21224439,21224097,11d,3853,,3856,3853,11,2,StreamRiver,StreamRiver,0,,,37485,3856,26711.14865
525,21224467,7.676,744201114,0,4,7.447334571,147.9222,21225203,21224403,11d,3855,,3857,3855,11,2,StreamRiver,StreamRiver,0,,,37486,3857,7674.847575
526,21224477,17.193,744201162,0,4,15.56607843,686.5848,21225203,21224403,11d,3855,,3858,3855,11,2,StreamRiver,StreamRiver,0,,,37487,3858,17192.16136
527,21224739,23.258,744201233,1,3,23.77411442,185.6979,21224727,21224477,11d,3858,,3859,3858,11,2,StreamRiver,StreamRiver,0,,,37488,3859,23257.97585
528,21225129,24.706,744200670,0,4,23.53201465,229.9986,21223683,21225285,11d,3861,,3860,3861,11,2,StreamRiver,StreamRiver,0,,,37489,3860,24705.54363
529,21225285,24.437,744200595,0,4,21.0202488,407.1447,21223959,21224023,11d,3852,,3861,3852,11,2,ArtificialPath,StreamRiver,0,,,37490,3861,24436.56616
530,21226403,19.237,744200085,1,4,23.62239501,124.2216,21226427,21226433,11d,3864,,3862,3864,11,2,StreamRiver,StreamRiver,0,,,37491,3862,19236.69238
531,21226431,11.289,744200166,0,5,7.412582484,2874.5595,21227589,21226763,11d,3866,,3863,3866,11,2,StreamRiver,StreamRiver,0,,,37492,3863,11288.42043
532,21226433,7.478,744200079,0,4,7.702072799,137.0592,21227589,21226763,11d,3866,,3864,3866,11,2,StreamRiver,StreamRiver,0,,,37493,3864,7478.383149
533,21226759,21.437,743900475,0,6,15.13699937,5873.2983,21226725,21226909,11d,3869,,3865,3869,11,2,StreamRiver,StreamRiver,0,,,37494,3865,21437.12224
534,21226763,10.365,744200059,0,5,6.713354048,3050.6589,21226817,21226867,11d,3868,,3866,3868,11,2,StreamRiver,StreamRiver,0,,,37495,3866,10364.40867
535,21226807,7.141,743900696,0,6,6.180883255,5539.8051,21226729,21226759,11d,3865,,3867,3865,11,2,StreamRiver,StreamRiver,0,,,37496,3867,7140.928126
536,21226867,13.731,744200001,0,5,8.508710341,3139.5456,21226865,21226807,11d,3867,,3868,3867,11,2,StreamRiver,StreamRiver,0,,,37497,3868,13730.95994
537,21226909,33.473,743900292,0,6,23.16915578,6139.5345,21226911,21226911,11d,3870,,3869,3870,11,2,StreamRiver,StreamRiver,0,,,37498,3869,33472.19976
538,21226911,2.885,743900288,0,6,2.473124989,6143.9877,21226955,21226955,11d,3872,,3870,3872,11,2,StreamRiver,StreamRiver,0,,,37499,3870,2885.227876
539,21226923,21.665,743900225,0,4,22.55659395,116.8884,21226827,21227009,11d,3875,,3871,3875,11,2,StreamRiver,StreamRiver,0,,,37500,3871,21665.32484
540,21226955,2.46,743900282,0,6,1.251294748,6149.5596,21226973,21226961,11d,3873,,3872,3873,11,2,StreamRiver,StreamRiver,0,,,37501,3872,2459.99944
541,21226961,11.167,743900077,0,6,6.672406592,6636.9186,22079907,22079907,11d,4050,,3873,4050,11,2,StreamRiver,StreamRiver,0,,,37502,3873,11167.88631
542,21227001,20.979,743900087,0,5,19.89129883,448.056,21226973,21226961,11d,3873,,3874,3873,11,2,StreamRiver,StreamRiver,0,,,37503,3874,20979.09473
543,21227009,22.212,743900184,0,4,23.26494217,224.4546,21227037,21227001,11d,3874,,3875,3874,11,2,StreamRiver,StreamRiver,0,,,37504,3875,22213.32612
544,21227073,4.156,743900125,0,4,4.364288057,132.8787,21227037,21227001,11d,3874,,3876,3874,11,2,StreamRiver,StreamRiver,0,,,37505,3876,4155.577518
545,21227075,18.709,743900145,0,4,21.09085408,91.7712,21227073,21227073,11d,3876,,3877,3876,11,2,StreamRiver,StreamRiver,0,,,37506,3877,18707.49436
546,21227177,18.764,743900258,1,3,23.44055866,51.8562,21227707,21226923,11d,3871,,3878,3871,11,2,StreamRiver,StreamRiver,0,,,37507,3878,18764.08476
547,21227277,9.213,743900173,1,3,12.12566269,22.7106,21227239,21227075,11d,3877,,3879,3877,11,2,StreamRiver,StreamRiver,0,,,37508,3879,9213.465095
548,21227525,29.005,744200224,0,5,19.56803392,2786.094,21226307,21226431,11d,3863,,3880,3863,11,2,StreamRiver,StreamRiver,0,,,37509,3880,29004.44546
549,21227543,32.827,744200456,0,5,23.21949968,2407.9194,21226337,21227525,11d,3880,,3881,3880,11,2,StreamRiver,StreamRiver,0,,,37510,3881,32827.80911
550,21240200,72.325,744700070,0,7,23.90776991,69065.5654,21241898,21240212,11d,3883,,3882,3883,11,2,StreamRiver,StreamRiver,0,,,37511,3882,72321.99231
551,21240212,5.68,744700040,0,7,1.648928115,69135.0346,21240206,22083399,11d,4070,,3883,4070,11,2,StreamRiver,StreamRiver,0,,,37512,3883,5679.889719
552,21247638,12.117,745500654,0,7,11.18771359,63494.8579,21248920,21254614,11d,3908,,3884,3908,11,2,ArtificialPath,ArtificialPath,0,,,37513,3884,12116.43805
553,21248170,22.872,745500577,1,3,23.99764107,93.2742,21248186,21248926,11d,3891,,3885,3891,11,2,StreamRiver,StreamRiver,0,,,37514,3885,22871.25823
554,21248196,20.197,745500496,1,2,22.18703183,59.7978,21248286,21254496,11d,3907,,3886,3907,11,2,StreamRiver,StreamRiver,0,,,37515,3886,20197.67583
555,21248200,24.937,745500144,1,3,21.55329771,609.2721,21248364,21248364,11d,3888,,3887,3888,11,2,StreamRiver,StreamRiver,0,,,37516,3887,24937.76263
556,21248364,7.187,745500142,0,3,5.37197342,639.3681,21248386,21250098,11d,3895,,3888,3895,11,2,StreamRiver,CanalDitch,0,,,37517,3888,7186.65382
557,21248490,3.975,745500112,0,3,5.292553437,76.4874,21248386,21250098,11d,3895,,3889,3895,11,2,CanalDitch,CanalDitch,0,,,37518,3889,3975.177259
558,21248498,12.3,745500043,0,7,16.12126987,66128.788,21249228,21249238,11d,3892,,3890,3892,11,2,CanalDitch,CanalDitch,0,,,37519,3890,12299.20346
559,21248926,6.411,745500521,0,4,6.369515233,237.3498,21248964,21249912,11d,3893,,3891,3893,11,2,ArtificialPath,ArtificialPath,0,,,37520,3891,6412.034617
560,21249238,15.664,745500025,0,3,22.63172081,42.0561,21249244,21251516,11d,3904,,3892,3904,11,2,StreamRiver,StreamRiver,0,,,37521,3892,15665.18757
561,21249912,9.864,745500511,0,7,4.324262279,64027.7605,21249988,21251316,11d,3901,,3893,3901,11,2,StreamRiver,StreamRiver,0,,,37522,3893,9863.360186
562,21249962,11.868,745500113,0,3,19.51271249,70.8201,21248490,21248490,11d,3889,,3894,3889,11,2,CanalDitch,CanalDitch,0,,,37523,3894,11868.63493
563,21250098,13.365,745500074,0,4,10.57321478,934.8894,21250072,21248498,11d,3890,,3895,3890,11,2,StreamRiver,StreamRiver,0,,,37524,3895,13363.82503
564,21250244,15.77,745500141,1,4,20.57626252,97.5798,21250202,21249962,11d,3894,,3896,3894,11,2,CanalDitch,CanalDitch,0,,,37525,3896,15769.41575
565,21250278,0.265,745500309,0,7,0.111262961,64688.8591,21250292,21250356,11d,3900,,3897,3900,11,2,StreamRiver,StreamRiver,0,,,37526,3897,264.6051874
566,21250280,20.333,745500303,0,7,12.49894003,64688.6098,21250292,21250356,11d,3900,,3898,3900,11,2,StreamRiver,StreamRiver,0,,,37527,3898,20334.71647
567,21250308,1.645,745500173,0,4,1.521543468,199.2474,21251336,21251336,11d,3902,,3899,3902,11,2,StreamRiver,StreamRiver,0,,,37528,3899,1644.723738
568,21250356,32.706,745500232,0,7,18.79812665,64956.4561,21251336,21251336,11d,3902,,3900,3902,11,2,StreamRiver,StreamRiver,0,,,37529,3900,32706.33585
569,21251316,10.886,745500411,0,7,5.880836056,64330.8535,21250068,21250280,11d,3898,,3901,3898,11,2,StreamRiver,StreamRiver,0,,,37530,3901,10886.94647
570,21251336,16.056,745500172,0,7,4.616265461,65187.5023,21250072,21248498,11d,3890,,3902,3890,11,2,StreamRiver,StreamRiver,0,,,37531,3902,16056.09769
571,21251514,6.092,745500052,0,7,1.736350159,66715.4629,21251518,21251518,11d,3905,,3903,3905,11,2,StreamRiver,StreamRiver,0,,,37532,3903,6092.418707
572,21251516,12.219,745500002,0,3,10.11152311,967.7124,21239884,21240200,11d,3882,,3904,3882,11,2,StreamRiver,StreamRiver,0,,,37533,3904,12219.44349
573,21251518,4.337,745500047,0,7,1.216082976,66762.9838,21239884,21240200,11d,3882,,3905,3882,11,2,StreamRiver,StreamRiver,0,,,37534,3905,4337.09297
574,21254488,12.233,745500418,0,4,21.62829322,260.9442,21249988,21251316,11d,3901,,3906,3901,11,2,CanalDitch,StreamRiver,0,,,37535,3906,12232.95758
575,21254496,17.477,745500451,0,3,20.07918407,179.9964,21254492,21254488,11d,3906,,3907,3906,11,2,CanalDitch,CanalDitch,0,,,37536,3907,17475.42471
576,21254614,9.851,745500593,0,7,8.442611265,63664.8958,21248964,21249912,11d,3893,,3908,3893,11,2,ArtificialPath,ArtificialPath,0,,,37537,3908,9851.33478
577,22079629,18.576,742600192,1,3,23.80978619,44.8407,22079633,22079779,11d,4048,,4047,4048,11,2,StreamRiver,StreamRiver,0,,,37676,4047,18576.124
578,22079779,21.186,742600120,0,4,23.28613897,121.2822,22080277,22079843,11d,4049,,4048,4049,11,2,StreamRiver,StreamRiver,0,,,37677,4048,21185.11539
579,22079843,20.887,742600056,0,4,21.60973531,230.0958,22079857,22080881,11d,4056,,4049,4056,11,2,StreamRiver,StreamRiver,0,,,37678,4049,20886.74133
580,22079907,11.712,742600259,0,7,3.339151888,78419.2537,22080673,22080883,11d,4057,,4050,4057,11,2,StreamRiver,StreamRiver,0,,,37679,4050,11711.58347
581,22079923,18.44,743800001,0,7,6.522815333,71718.4243,22079907,22079907,11d,4050,,4051,4050,11,2,StreamRiver,StreamRiver,0,,,37680,4051,18439.69748
582,22080297,27.416,743800007,0,5,20.78161174,1028.817,22079949,22079923,11d,4051,,4052,4051,11,2,StreamRiver,StreamRiver,0,,,37681,4052,27416.93668
583,22080299,16.627,743800322,0,7,4.734288479,70501.9618,22079949,22079923,11d,4051,,4053,4051,11,2,StreamRiver,StreamRiver,0,,,37682,4053,16626.36814
584,22080869,27.483,742600003,0,7,10.45957007,79317.4366,22080591,22080591,11d,4054,,4055,4054,11,2,StreamRiver,StreamRiver,0,,,37684,4055,27464.47267
585,22080881,24.162,742600012,0,4,23.02166282,327.4614,22080655,22080869,11d,4055,,4056,4055,11,2,StreamRiver,StreamRiver,0,,,37685,4056,24161.25555
586,22080883,8.17,742600229,0,7,2.363469763,78778.8469,22080655,22080869,11d,4055,,4057,4055,11,2,StreamRiver,StreamRiver,0,,,37686,4057,8169.739622
587,22081041,20.107,743800596,1,3,22.19649134,102.4974,22081043,22082585,11d,4060,,4059,4060,11,2,StreamRiver,StreamRiver,0,,,37688,4059,20106.00235
588,22082585,20.198,743800538,0,4,21.26160391,203.9256,22081121,22083641,11d,4073,,4060,4073,11,2,StreamRiver,StreamRiver,0,,,37689,4060,20198.65352
589,22082823,11.497,743800023,0,4,12.27208289,108.7947,22082813,22080297,11d,4052,,4061,4052,11,2,StreamRiver,StreamRiver,0,,,37690,4061,11496.93067
590,22082833,19.419,743800040,1,3,23.35892896,60.9372,22082839,22082823,11d,4061,,4062,4061,11,2,StreamRiver,StreamRiver,0,,,37691,4062,19418.25967
591,22082835,10.281,743800067,0,5,7.914592012,866.34,22082813,22080297,11d,4052,,4063,4052,11,2,StreamRiver,StreamRiver,0,,,37692,4063,10281.0984
592,22082933,22.391,743800123,0,4,23.7064402,199.8711,22082913,22082949,11d,4065,,4064,4065,11,2,StreamRiver,StreamRiver,0,,,37693,4064,22390.93941
593,22082949,21.657,743800081,0,4,22.10994934,312.9471,22082945,22084223,11d,4077,,4065,4077,11,2,StreamRiver,StreamRiver,0,,,37694,4065,21657.88106
594,22082975,16.263,743800175,1,3,21.29265004,33.2163,22082961,22082933,11d,4064,,4066,4064,11,2,StreamRiver,StreamRiver,0,,,37695,4066,16262.75667
595,22083027,19.304,743800188,0,4,15.79369117,509.3235,22082881,22082835,11d,4063,,4067,4063,11,2,StreamRiver,StreamRiver,0,,,37696,4067,19304.4928
596,22083181,20.417,743800238,0,4,18.9618802,323.1486,22083149,22084123,11d,4075,,4068,4075,11,2,StreamRiver,StreamRiver,0,,,37697,4068,20416.90386
597,22083221,16.83,743800302,1,3,19.33319248,59.4306,22083189,22084153,11d,4076,,4069,4076,11,2,StreamRiver,StreamRiver,0,,,37698,4069,16830.24398
598,22083399,28.574,743800633,0,7,8.931264472,69421.3516,22083403,22084115,11d,4074,,4070,4074,11,2,StreamRiver,StreamRiver,0,,,37699,4070,28576.57636
599,22083463,5.486,743800375,0,4,4.453066126,543.1491,22083403,22084115,11d,4074,,4071,4074,11,2,StreamRiver,StreamRiver,0,,,37700,4071,5485.684997
600,22083467,24.104,743800387,0,4,23.62004604,514.4301,22083463,22083463,11d,4071,,4072,4071,11,2,StreamRiver,StreamRiver,0,,,37701,4072,24103.51488
601,22083641,22.311,743800466,0,4,21.72671595,339.6123,22083657,22083467,11d,4072,,4073,4072,11,2,StreamRiver,StreamRiver,0,,,37702,4073,22309.16362
602,22084115,59.696,743800327,0,7,20.74643619,70421.9086,22084105,22080299,11d,4053,,4074,4053,11,2,StreamRiver,StreamRiver,0,,,37703,4074,59697.28811
603,22084123,26.507,743800190,0,4,23.36084899,475.6572,22083027,22083027,11d,4067,,4075,4067,11,2,StreamRiver,StreamRiver,0,,,37704,4075,26507.30524
604,22084153,21.237,743800258,0,4,21.39984464,215.8407,22084155,22083181,11d,4068,,4076,4068,11,2,StreamRiver,StreamRiver,0,,,37705,4076,21235.11883
605,22084223,11.845,743800074,0,4,10.84301252,332.5869,22082881,22082835,11d,4063,,4077,4063,11,2,StreamRiver,StreamRiver,0,,,37706,4077,11845.61016
